Hora,Temperatura (°C),Humedad (%),Presión (hPa),dia,Velocidad del viento,Dirección del viento
11:15:00,0.5,100.0,1009.4,2,0,88.0
11:30:00,0.5,100.0,1009.4,2,0,88.0
11:45:00,0.5,100.0,1009.4,2,"0,2",147.0
12:00:00,0.5,100.0,1009.4,2,"0,3",120.0
12:15:00,0.5,100.0,1009.4,2,"0,4",136.0
12:30:00,0.5,100.0,1009.4,2,"0,5",133.0
12:45:00,0.5,100.0,1009.4,2,"0,6",126.0
13:00:00,0.5,100.0,1009.4,2,"0,7",140.0
13:15:00,0.5,100.0,1009.4,2,"0,8",128.0
13:30:00,0.5,100.0,1009.4,2,"0,9",120.0
13:45:00,0.5,100.0,1009.4,2,1,145.0
14:00:00,0.5,100.0,1009.4,2,"1,1",138.0
14:15:00,0.5,100.0,1009.4,2,"1,2",138.0
14:30:00,0.5,100.0,1009.4,2,"1,3",126.0
14:45:00,0.5,100.0,1009.4,2,"1,4",129.0
15:00:00,0.5,100.0,1009.4,2,"1,5",141.0
15:15:00,0.5,100.0,1009.4,2,"1,6",122.0
15:30:00,0.5,100.0,1009.4,2,"1,7",140.0
15:45:00,0.5,100.0,1009.4,2,"1,8",148.0
16:00:00,0.5,100.0,1009.4,2,"1,9",139.0
16:15:00,0.5,100.0,1009.4,2,2,141.0
16:30:00,0.5,100.0,1009.4,2,"2,1",149.0
16:45:00,0.5,100.0,1009.4,2,"2,2",142.0
17:00:00,0.5,100.0,1009.4,2,"2,1",147.0
17:15:00,0.5,100.0,1009.4,2,2,145.0
17:30:00,0.5,100.0,1009.4,2,"1,9",140.0
17:45:00,0.5,100.0,1009.4,2,"1,8",127.0
18:00:00,0.5,100.0,1009.4,2,"1,7",143.0
18:15:00,0.5,100.0,1009.4,2,"1,6",126.0
18:30:00,0.5,100.0,1009.4,2,"1,5",146.0
18:45:00,0.5,100.0,1009.4,2,"1,4",136.0
19:00:00,0.5,100.0,1009.4,2,"1,3",144.0
19:15:00,0.5,100.0,1009.4,2,"1,2",147.0
19:30:00,0.5,100.0,1009.4,2,"1,1",134.0
19:45:00,0.5,100.0,1009.4,2,1,137.0
20:00:00,0.5,100.0,1009.4,2,"0,9",143.0
20:15:00,0.5,100.0,1009.4,2,0,145.0
20:30:00,0.5,100.0,1009.4,2,0,145.0
20:45:00,0.5,100.0,1009.4,2,0,145.0
21:00:00,0.5,100.0,1009.4,2,0,145.0
21:15:00,0.5,100.0,1009.4,2,0,145.0
21:30:00,0.5,100.0,1009.4,2,0,145.0
21:45:00,0.5,100.0,1009.4,2,0,145.0
22:00:00,0.5,100.0,1009.4,2,0,145.0
22:15:00,0.5,100.0,1009.4,2,0,145.0
22:30:00,0.5,100.0,1009.4,2,0,145.0
22:45:00,0.5,100.0,1009.4,2,0,145.0
23:00:00,0.5,100.0,1009.4,2,0,145.0
23:15:00,0.5,100.0,1009.4,2,0,145.0
23:30:00,0.5,100.0,1009.4,2,0,145.0
23:45:00,0.5,100.0,1009.4,2,0,145.0
00:00:00,0.5,100.0,1009.4,3,0,145.0
00:15:00,0.5,100.0,1009.4,3,0,145.0
00:30:00,0.5,100.0,1009.4,3,0,145.0
00:45:00,0.5,100.0,1009.4,3,0,145.0
01:00:00,0.5,100.0,1009.4,3,0,145.0
01:15:00,0.5,100.0,1009.4,3,0,145.0
01:30:00,0.5,100.0,1009.4,3,0,145.0
01:45:00,0.5,100.0,1009.4,3,0,145.0
02:00:00,0.5,100.0,1009.4,3,0,145.0
02:15:00,0.5,100.0,1009.4,3,0,145.0
02:30:00,0.5,100.0,1009.4,3,0,145.0
02:45:00,0.5,100.0,1009.4,3,0,145.0
03:00:00,0.5,100.0,1009.4,3,0,145.0
03:15:00,0.5,100.0,1009.4,3,"0,5",121.0
03:30:00,0.5,100.0,1009.4,3,"1,1",127.0
03:45:00,0.5,100.0,1009.4,3,"1,7",119.0
04:00:00,0.5,100.0,1009.4,3,"2,3",132.0
04:15:00,0.5,100.0,1009.4,3,"2,9",110.0
04:30:00,0.5,100.0,1009.4,3,3,133.0
04:45:00,0.5,100.0,1009.4,3,"3,7",119.0
05:00:00,0.5,100.0,1009.4,3,1,120.0
05:15:00,0.5,100.0,1009.4,3,"1,1",116.0
05:30:00,0.5,100.0,1009.4,3,"1,2",118.0
05:45:00,0.5,100.0,1009.4,3,"1,3",117.0
06:00:00,0.5,100.0,1009.4,3,"1,4",117.0
06:15:00,0.5,100.0,1009.4,3,"1,5",116.0
06:30:00,0.5,100.0,1009.4,3,"1,6",128.0
06:45:00,0.5,100.0,1009.4,3,"1,7",135.0
07:00:00,0.5,100.0,1009.4,3,"1,8",134.0
07:15:00,0.5,100.0,1009.4,3,"1,9",126.0
07:30:00,0.5,100.0,1009.4,3,2,117.0
07:45:00,0.5,100.0,1009.4,3,"2,1",130.0
08:00:00,0.5,100.0,1009.4,3,"2,2",130.0
08:15:00,0.5,100.0,1009.4,3,"2,3",129.0
08:30:00,0.5,100.0,1009.4,3,"2,4",133.0
08:45:00,0.5,100.0,1009.4,3,"2,3",114.0
09:00:00,0.5,100.0,1009.4,3,"2,2",126.0
09:15:00,0.5,100.0,1009.4,3,"2,1",110.0
09:30:00,0.5,100.0,1009.4,3,2,134.0
09:45:00,0.5,100.0,1009.4,3,"1,9",120.0
10:00:00,0.5,100.0,1009.4,3,"2,2",130.0
10:15:00,0.5,100.0,1009.4,3,"2,4",130.0
10:30:00,0.5,100.0,1009.4,3,"2,6",123.0
10:45:00,0.5,100.0,1009.4,3,"2,8",127.0
11:00:00,0.5,100.0,1009.4,3,3,119.0
11:15:00,0.5,100.0,1009.4,3,"3,2",110.0
11:30:00,0.5,100.0,1009.4,3,"3,4",129.0
11:45:00,0.5,100.0,1009.4,3,"3,6",131.0
12:00:00,0.5,100.0,1009.4,3,"3,3",122.0
12:15:00,0.5,100.0,1009.4,3,3,124.0
12:30:00,0.5,100.0,1009.4,3,"2,7",111.0
12:45:00,0.5,100.0,1009.4,3,"2,4",131.0
13:00:00,0.5,100.0,1009.4,3,"2,1",132.0
13:15:00,0.5,100.0,1009.4,3,"1,8",133.0
13:30:00,0.5,100.0,1009.4,3,"1,5",122.0
13:45:00,0.5,100.0,1009.4,3,"1,2",118.0
14:00:00,0.5,100.0,1009.4,3,"0,9",111.0
14:15:00,0.5,100.0,1009.4,3,"0,6",113.0
14:30:00,0.5,100.0,1009.4,3,"0,3",121.0
14:45:00,0.5,100.0,1009.4,3,0,127.0
15:00:00,0.5,100.0,1009.4,3,0,127.0
15:15:00,0.5,100.0,1009.4,3,0,127.0
15:30:00,0.5,100.0,1009.4,3,0,127.0
15:45:00,0.5,100.0,1009.4,3,0,127.0
16:00:00,0.5,100.0,1009.4,3,0,127.0
16:15:00,0.5,100.0,1009.4,3,0,127.0
16:30:00,0.5,100.0,1009.4,3,"2,1",258.0
16:45:00,0.5,100.0,1009.4,3,2,260.0
17:00:00,0.5,100.0,1009.4,3,"2,3",249.0
17:15:00,0.5,100.0,1009.4,3,2,284.0
17:30:00,0.5,100.0,1009.4,3,"2,4",279.0
17:45:00,0.5,100.0,1009.4,3,1,282.0
18:00:00,0.5,100.0,1009.4,3,"1,8",256.0
18:15:00,0.5,100.0,1009.4,3,"1,7",253.0
18:30:00,0.5,100.0,1009.4,3,"1,6",254.0
18:45:00,0.5,100.0,1009.4,3,"1,5",259.0
19:00:00,0.5,100.0,1009.4,3,"1,4",257.0
19:15:00,0.5,100.0,1009.4,3,"1,3",255.0
19:30:00,0.5,100.0,1009.4,3,"1,2",281.0
19:45:00,0.5,100.0,1009.4,3,"1,1",238.0
20:00:00,0.5,100.0,1009.4,3,1,231.0
20:15:00,0.5,100.0,1009.4,3,"0,9",248.0
20:30:00,0.5,100.0,1009.4,3,"0,8",247.0
20:45:00,0.5,100.0,1009.4,3,"0,5",239.0
21:00:00,0.5,100.0,1009.4,3,"0,6",249.0
21:15:00,0.5,100.0,1009.4,3,"0,7",252.0
21:30:00,0.5,100.0,1009.4,3,"0,8",234.0
21:45:00,0.5,100.0,1009.4,3,"0,9",276.0
22:00:00,0.5,100.0,1009.4,3,1,273.0
22:15:00,0.5,100.0,1009.4,3,"0,8",264.0
22:30:00,0.5,100.0,1009.4,3,"0,6",245.0
22:45:00,0.5,100.0,1009.4,3,"0,4",286.0
23:00:00,0.5,100.0,1009.4,3,"0,2",254.0
23:15:00,0.5,100.0,1009.4,3,0,232.0
23:30:00,0.5,100.0,1009.4,3,0,232.0
23:45:00,0.5,100.0,1009.4,3,0,232.0
